cid,name,path
121386014,笔筒,"电子词典/电纸书/文化用品,收纳/陈列用品,笔筒"
121386019,信纸,"电子词典/电纸书/文化用品,纸张本册,信纸"
121386034,首饰盒,"饰品/流行首饰/时尚饰品新,首饰收纳,首饰盒"
121388022,文件夹,"电子词典/电纸书/文化用品,收纳/陈列用品,文件夹"
121388028,冰箱磁性贴,"家居饰品,贴饰,冰箱磁性贴"
121390011,可爱印泥,"电子词典/电纸书/文化用品,日常学习用品,可爱印泥"
121390021,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,东陵石(新),发饰"
121390023,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,岫岩玉（新）,发饰"
121392041,台历,"古董/邮币/字画/收藏,趣味收藏,台历"
121392043,摆件,"古董/邮币/字画/收藏,金属/搪瓷器具,银器（新）,摆件"
121392049,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,阿富汗玉,发饰"
121394030,摆件,"古董/邮币/字画/收藏,金属/搪瓷器具,铁/钢器具（新）,摆件"
121396004,鞋撑,"居家日用,鞋用品,鞋撑"
121398014,暖手宝,"居家日用,保暖贴/怀炉/保暖用品,暖手宝"
121398023,贴纸,"玩具/童车/益智/积木/模型,早教/智能玩具,贴纸"
121400005,卡包,"箱包皮具/热销女包/男包,卡包"
121400006,卡套,"箱包皮具/热销女包/男包,卡套"
121400014,杯子,"厨房/烹饪用具,烧烤/烘焙用具,烘培DIY器具,杯子"
121402036,发饰,"古董/邮币/字画/收藏,玉石,锆石（新）,发饰"
121404019,陀螺,"玩具/童车/益智/积木/模型,户外运动/休闲/传统玩具,陀螺"
121404022,洗漱杯,"家庭/个人清洁工具,卫浴/置物用具,洗漱杯"
121406031,绳,"饰品/流行首饰/时尚饰品新,DIY配件,绳"
121406038,杯子,"宠物/宠物食品及用品,猫/狗日用品,杯子"
121406047,发饰,"古董/邮币/字画/收藏,玉石,其它玉石（新）,发饰"
121406048,发饰,"古董/邮币/字画/收藏,玉石,橄榄石（新）,发饰"
121408017,鞋带,"户外/登山/野营/旅行用品,军迷服饰/军迷用品,军迷鞋靴,鞋带"
121408018,热水袋,"居家日用,热水袋"
121408047,发饰,"古董/邮币/字画/收藏,玉石,祖母绿（新）,发饰"
121408053,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,青海玉/昆仑玉（新）,发饰"
121410006,鞋垫,"童鞋/婴儿鞋/亲子鞋,鞋配件,鞋垫"
121410012,剪刀,"居家布艺,缝纫DIY材料、工具及成品,剪刀"
121410032,创意零钱包,"节庆用品/礼品,创意礼品,创意零钱包"
121410036,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,发饰"
121410044,碗,"古董/邮币/字画/收藏,金属/搪瓷器具,搪瓷（新）,碗"
121412007,项链,"童装/婴儿装/亲子装,儿童配饰,项链"
121412018,手机袋,"运动包/户外包/配件,防水箱包,手机袋"
121412049,杯套,"餐饮具,杯子/水杯/水壶,杯套"
121414012,皂盒,"美容护肤/美体/精油,精油芳疗,精油芳疗用具,皂盒"
121414017,笔袋,"玩具/童车/益智/积木/模型,学习/实验/绘画文具,笔袋"
121414027,购物篮,"商业/办公家具,超市家具,购物篮"
121416015,学生用印,"电子词典/电纸书/文化用品,日常学习用品,学生用印"
121416021,鞋带,"运动包/户外包/配件,鞋带"
121420017,量勺,"厨房/烹饪用具,烧烤/烘焙用具,烘培DIY器具,量勺"
121420019,暖手宝,"户外/登山/野营/旅行用品,防护/救生装备,取暖用品,暖手宝"
121420023,卡包,"运动包/户外包/配件,钱包卡套,卡包"
121420036,剪刀,"鲜花速递/花卉仿真/绿植园艺,园艺用品,园艺/刀/剪/锯（新）,剪刀"
121422011,尺子,"居家布艺,缝纫DIY材料、工具及成品,尺子"
121422014,餐垫,"居家布艺,餐桌布艺,餐垫"
121422022,台历,"电子词典/电纸书/文化用品,印刷制品,台历"
121422042,发饰,"古董/邮币/字画/收藏,玉石,独山玉（新）,发饰"
121422046,杯子,"古董/邮币/字画/收藏,金属/搪瓷器具,搪瓷（新）,杯子"
121422051,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,晶白玉/京白玉（新）,发饰"
121424004,胶水,"基础建材,配件专区,贴墙纸配件,胶水"
121424006,鞋带,"童鞋/婴儿鞋/亲子鞋,鞋配件,鞋带"
121424017,文件袋,"玩具/童车/益智/积木/模型,学习/实验/绘画文具,文件袋"
121426014,吸尘器,"家庭/个人清洁工具,家务/地板清洁用具,吸尘器"
121426019,鞋油,"户外/登山/野营/旅行用品,军迷服饰/军迷用品,军迷鞋靴,鞋油"
121426035,剪刀,"鲜花速递/花卉仿真/绿植园艺,花艺包装/材料,制作材料（新）,剪刀"
121426042,摆件,"古董/邮币/字画/收藏,金属/搪瓷器具,铝器（新）,摆件"
121434039,摆件,"古董/邮币/字画/收藏,手工艺/民俗,琉璃（新）,摆件"
121434056,发饰,"古董/邮币/字画/收藏,玉石,孔雀石（新）,发饰"
121448004,围裙套装,"家庭/个人清洁工具,家务/地板清洁用具,围裙套装"
121448007,背带,"童装/婴儿装/亲子装,儿童配饰,背带"
121448031,花篮,"鲜花速递/花卉仿真/绿植园艺,花瓶/花器/花盆/花架（新）,花篮"
121450017,冰包,"户外/登山/野营/旅行用品,炉具/餐具/野餐烧烤用品,冰包/冰桶,冰包"
121452007,护手霜,"美容护肤/美体/精油,手部保养（新）,护手霜"
121452008,画板,"玩具/童车/益智/积木/模型,绘画类用品,画板"
121452009,文具盒,"玩具/童车/益智/积木/模型,学习/实验/绘画文具,文具盒"
121452036,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,马来玉（新）,发饰"
121452037,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,巴玉（新）,发饰"
121454006,国产腕表,"手表,国产腕表"
121454036,剪刀,"鲜花速递/花卉仿真/绿植园艺,花艺包装/材料,制作工具（新）,剪刀"
121456012,香薰炉,"美容护肤/美体/精油,精油芳疗,精油芳疗用具,香薰炉"
121456022,台历,"居家日用,台历"
121458013,桌布,"居家布艺,餐桌布艺,桌布"
121458019,笔袋,"电子词典/电纸书/文化用品,日常学习用品,笔袋"
121458020,信封,"电子词典/电纸书/文化用品,纸张本册,信封"
121460005,美甲工具,"彩妆/香水/美妆工具,美甲工具"
121460031,花瓶,"鲜花速递/花卉仿真/绿植园艺,花瓶/花器/花盆/花架（新）,花瓶"
121460034,碟,"古董/邮币/字画/收藏,陶/瓷/瓷片,陶,碟"
121460035,碗,"古董/邮币/字画/收藏,陶/瓷/瓷片,瓷,碗"
121460038,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,乌兰翠（新）,发饰"
121462002,眼镜盒,"ZIPPO/瑞士军刀/眼镜,眼镜配件、护理剂,眼镜盒"
121462022,鞋垫,"户外/登山/野营/旅行用品,军迷服饰/军迷用品,军迷鞋靴,鞋垫"
121462052,发饰,"古董/邮币/字画/收藏,玉石,青金石（新）,发饰"
121464014,胶棒,"电子词典/电纸书/文化用品,胶粘用品,胶棒"
121464015,文件袋,"电子词典/电纸书/文化用品,收纳/陈列用品,文件袋"
121466003,沐浴球,"家庭/个人清洁工具,个人洗护清洁用具,沐浴球"
121466005,发饰,"童装/婴儿装/亲子装,儿童配饰,发饰"
121466014,桌面清洁套装,"家庭/个人清洁工具,家务/地板清洁用具,桌面清洁套装"
121466019,修正带,"电子词典/电纸书/文化用品,日常学习用品,修正带"
121466037,摆件,"汽车/用品/配件/改装,汽车用品/内饰品,摆件"
121466045,花瓶,"古董/邮币/字画/收藏,紫砂（新）,花瓶"
121466048,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,俄罗斯玉（新）,发饰"
121468017,笔筒,"玩具/童车/益智/积木/模型,学习/实验/绘画文具,笔筒"
121470021,文具盒,"电子词典/电纸书/文化用品,日常学习用品,文具盒"
121470049,发饰,"古董/邮币/字画/收藏,玉石,绿松石（新）,发饰"
121472002,封口夹,"厨房/烹饪用具,厨用小工具/厨房储物,封口夹"
121472017,胶水,"电子词典/电纸书/文化用品,胶粘用品,胶水"
121472044,发饰,"珠宝/钻石/翡翠/黄金,其他天然玉石,蓝田玉（新）,发饰"
121474025,胶水,"彩妆/香水/美妆工具,其他美容工具,假睫毛工具,胶水"
121474038,胶水,"鲜花速递/花卉仿真/绿植园艺,花艺包装/材料,制作工具（新）,胶水"
121474039,胶带,"鲜花速递/花卉仿真/绿植园艺,花艺包装/材料,制作工具（新）,胶带"
121478001,浴擦,"家庭/个人清洁工具,个人洗护清洁用具,浴擦"
121478018,鞋油,"运动包/户外包/配件,鞋油"
121478039,碗,"古董/邮币/字画/收藏,陶/瓷/瓷片,陶,碗"
121480019,贴纸,"电子词典/电纸书/文化用品,纸张本册,贴纸"
121480044,发饰,"古董/邮币/字画/收藏,玉石,拉长石（新）,发饰"
121484001,台历,"玩具/童车/益智/积木/模型,宝宝纪念品/个性产品,台历"
121484034,发饰,"宠物/宠物食品及用品,宠物服饰及配件,服装/用品定做（新）,发饰"
122616006,动漫卡牌/挂件/文具,"模玩/动漫/周边/cos/桌游,卡通/动漫周边,动漫卡牌/挂件/文具"
122646003,胶棒,"电动车/配件/交通工具,电动车维修工具,胶棒"
122766001,防蚊水,"尿片/洗护/喂哺/推车床,驱蚊用品,防蚊水"
123018003,手巾/手帕,"居家日用,毛巾/浴巾/浴袍,手巾/手帕"
123040002,毛巾/面巾,"居家日用,毛巾/浴巾/浴袍,毛巾/面巾"
123242003,智能排插,"智能设备,智能家庭,智能排插"
123522001,线盒,"户外/登山/野营/旅行用品,垂钓装备,线盒"
123532001,手机镜头,"3C数码配件,手机配件,手机拍照配件,手机镜头"
123534001,自拍杆/架,"3C数码配件,手机配件,手机拍照配件,自拍杆/架"
123552001,抄网头,"户外/登山/野营/旅行用品,垂钓装备,抄网头"
124222008,练字帖/练字板,"电子词典/电纸书/文化用品,日常学习用品,练字帖/练字板"
124482006,铲子,"农机/农具/农膜,农业工具,铲子"
124540003,铲子,"农业生产资料（农村淘宝专用）,种植器具,铲子"
124562009,其它,"粮油米面/南北干货/调味品,烘焙原料/辅料/食品添加剂-新,烘培原料,其它"
124688014,首饰盒,"俪人购(俪人购专用),配饰,首饰盒"
124688018,女士包袋,"俪人购(俪人购专用),包,女士包袋"
124694019,钥匙扣,"俪人购(俪人购专用),配饰,钥匙扣"
124752021,手套,"俪人购(俪人购专用),配饰,手套"
125036002,项链,"俪人购(俪人购专用),配饰,项链"
125058002,手链,"俪人购(俪人购专用),配饰,手链"
125084001,伞,"俪人购(俪人购专用),家居家纺,伞"
125220011,服饰包装,"包装,日用品包装,服饰包装"
125252011,茶叶包装,"包装,食品包装,茶叶包装"
125590006,拖鞋,"全球购代购市场,C2B,童鞋/婴儿鞋/亲子鞋,拖鞋"
125596005,卡包,"全球购代购市场,C2B,箱包皮具/热销女包/男包,卡包"
125596006,女士包袋,"全球购代购市场,C2B,箱包皮具/热销女包/男包,女士包袋"
125606003,拖鞋,"全球购代购市场,C2B,女鞋,拖鞋"
125610003,拖鞋,"全球购代购市场,C2B,流行男鞋,拖鞋"
125626007,卡套,"全球购代购市场,C2B,箱包皮具/热销女包/男包,卡套"
125662010,耳套,"全球购代购市场,C2B,服饰配件/皮带/帽子/围巾,耳套"
125666005,手套,"全球购代购市场,C2B,服饰配件/皮带/帽子/围巾,手套"
125666012,摆件,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,摆件"
125668002,手机保护套/壳,"全球购代购市场,C2B,3C数码配件,手机保护套/壳"
125668016,牙线/牙线棒,"全球购代购市场,C2B,洗护清洁剂/卫生巾/纸/香薰,牙线/牙线棒"
125672010,身体彩绘,"全球购代购市场,C2B,彩妆/香水/美妆工具,身体彩绘"
125672012,牙刷/口腔清洁工具,"全球购代购市场,C2B,洗护清洁剂/卫生巾/纸/香薰,牙刷/口腔清洁工具"
125672013,清凉油/防暑/醒神药油,"全球购代购市场,C2B,洗护清洁剂/卫生巾/纸/香薰,清凉油/防暑/醒神药油"
125680006,体重秤/健康秤,"全球购代购市场,C2B,个人护理/保健/按摩器材,体重秤/健康秤"
125682012,国产腕表,"全球购代购市场,C2B,手表,国产腕表"
125684011,胸针,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,胸针"
125690004,毛巾/面巾,"全球购代购市场,C2B,居家布艺,毛巾/面巾"
125690014,手套,"全球购代购市场,C2B,童装/婴儿装/亲子装,手套"
125690021,项链,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,项链"
125694013,手链,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,手链"
125702006,地垫,"全球购代购市场,C2B,居家布艺,地垫"
125706011,肩带,"全球购代购市场,C2B,女士内衣/男士内衣/家居服,肩带"
125706020,耳夹,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,耳夹"
125708007,围巾/丝巾/披肩,"全球购代购市场,C2B,服饰配件/皮带/帽子/围巾,围巾/丝巾/披肩"
125710003,加湿器,"全球购代购市场,C2B,生活电器,加湿器"
125710012,美甲工具,"全球购代购市场,C2B,彩妆/香水/美妆工具,美甲工具"
125712011,发饰,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,发饰"
125714007,耳机/耳麦,"全球购代购市场,C2B,影音电器,耳机/耳麦"
125714009,摆件,"全球购代购市场,C2B,家居饰品,摆件"
125716016,戒指/指环,"全球购代购市场,C2B,饰品/流行首饰/时尚饰品新,戒指/指环"
125724005,枕头/枕芯/保健枕/颈椎枕,"全球购代购市场,C2B,床上用品,枕头/枕芯/保健枕/颈椎枕"
125726007,短袜/打底袜/丝袜/美腿袜,"全球购代购市场,C2B,女士内衣/男士内衣/家居服,短袜/打底袜/丝袜/美腿袜"
125726012,护手霜,"全球购代购市场,C2B,洗护清洁剂/卫生巾/纸/香薰,护手霜"
125852005,随手杯,"全球购代购市场,C2B,家居日百,随手杯"
126200006,创意/整蛊玩具,"盒马,玩具/图书,电动/摇动/发条玩具,创意/整蛊玩具"
126200351,手帕纸,"盒马,纸制品,面纸巾,手帕纸"
126200394,抹布,"盒马,清洁用品,清洁工具,抹布"
126200396,家务手套,"盒马,清洁用品,清洁工具,家务手套"
126200399,垃圾桶,"盒马,清洁用品,清洁工具,垃圾桶"
126200400,钢丝球,"盒马,清洁用品,清洁工具,钢丝球"
126200403,保鲜膜,"盒马,一次性用品,保鲜膜／袋类,保鲜膜"
126200406,垃圾袋,"盒马,一次性用品,垃圾用品,垃圾袋"
126200407,手套,"盒马,一次性用品,防护用品,手套"
126200408,桌布,"盒马,一次性用品,防护用品,桌布"
126200412,杯子,"盒马,一次性用品,餐厅用品,杯子"
126200415,筷子,"盒马,一次性用品,餐厅用品,筷子"
126200438,口罩,"盒马,日用百货,家居用品,口罩"
126200461,拖鞋,"盒马,日用百货,家纺,拖鞋"
126200605,其它,"盒马,盒马外卖正餐类,汤品,其它"
126554390,其它,"天猫零售O2O,生鲜-1,其它"
126784100,修正带,"盒马,办公/文教,学生书写工具类,修正带"
126784101,橡皮,"盒马,办公/文教,学生书写工具类,橡皮"
126784109,袖套,"盒马,服饰配件,袖套,袖套"
126784114,鞋套,"盒马,鞋,鞋用品,鞋套"
126784116,鞋垫,"盒马,鞋,鞋用品,鞋垫"
126784117,鞋刷/鞋擦,"盒马,鞋,鞋用品,鞋刷/鞋擦"
126784119,居家鞋,"盒马,鞋,鞋用品,居家鞋"
126784120,鞋撑,"盒马,鞋,鞋用品,鞋撑"
126784179,拖鞋,"盒马,鞋,童鞋,拖鞋"
126784201,挂锁,"盒马,五金/汽车用品,锁,挂锁"
126784248,手套,"盒马,服饰配件,手套,手套"
126784255,手机挂件/手机链,"盒马,3C数码,手机配件,手机挂件/手机链"
126784257,手机保护套/壳,"盒马,3C数码,手机配件,手机保护套/壳"
126784260,移动电源,"盒马,3C数码,手机配件,移动电源"
126784261,手机数据线,"盒马,3C数码,手机配件,手机数据线"
126784292,暖风机,"盒马,生活电器,取暖设备,暖风机"
126784349,拖鞋,"盒马,鞋,女鞋,拖鞋"
126784406,短袜/打底袜/丝袜/美腿袜,"盒马,女士内衣/男士内衣/家居,内衣,短袜/打底袜/丝袜/美腿袜"
126784411,肩带,"盒马,女士内衣/男士内衣/家居,内衣,肩带"
126784436,拖鞋,"盒马,鞋,男鞋,拖鞋"
126784532,毛球修剪器,"盒马,个人护理/保健/按摩器材,家庭护理小家电,毛球修剪器"
126784594,宣纸,"盒马,办公/文教,绘画/美术用纸,宣纸"
126784598,水彩笔,"盒马,办公/文教,绘画/美术用笔,水彩笔"
126784673,耳机/耳麦,"盒马,3C数码,电脑配件,耳机/耳麦"
126784744,小夜灯,"盒马,五金/汽车用品,灯具,小夜灯"
126784801,遥控器,"盒马,五金/汽车用品,常用配件,遥控器"
126784824,卷尺,"盒马,办公/文教,测绘用品,卷尺"
126784827,圆规,"盒马,办公/文教,测绘用品,圆规"
126784840,圆珠笔,"盒马,办公/文教,笔类,圆珠笔"
126784841,铅笔,"盒马,办公/文教,笔类,铅笔"
126784842,荧光笔,"盒马,办公/文教,笔类,荧光笔"
126784843,白板笔,"盒马,办公/文教,笔类,白板笔"
126784844,记号笔,"盒马,办公/文教,笔类,记号笔"
126784851,钢笔,"盒马,办公/文教,笔类,钢笔"
126784853,笔袋,"盒马,办公/文教,笔袋,笔袋"
126784876,计算器,"盒马,办公/文教,办公用品,计算器"
127218008,其它,"自用闲置转让,其它房源,其它"
127342005,女士包袋,"自用闲置转让,闲鱼优品,箱包,女士包袋"
127414001,胶带切割器,"电子词典/电纸书/文化用品,日常学习用品,胶带切割器"
127484001,和纸胶带,"电子词典/电纸书/文化用品,胶粘用品,和纸胶带"
127532056,洗发杯/水勺,"盒马,婴幼儿用品,婴儿卫浴用具,洗发杯/水勺"
127532094,保温杯,"盒马,婴幼儿用品,哺育喂养,保温杯"
127656021,布贴,"纺织面料/辅料/配套,纺织辅料,布贴"
127680001,吸油垫/吸油棉/吸油毡,"标准件/零部件/工业耗材,车间保护,吸油垫/吸油棉/吸油毡"
127784003,吸尘器,"自用闲置转让,闲鱼优品,生活家电,吸尘器"
127786003,加湿器,"自用闲置转让,闲鱼优品,生活家电,加湿器"
127874007,纸盒,"包装,纸类包装,纸盒"
127886008,纸桶,"包装,纸类包装,纸桶"
127912007,木托盘,"包装,托盘/底座,木托盘"
201143801,吸尘器,"闲鱼优品,小家电,生活电器,吸尘器"
